person_home_ownership,loan_intent,loan_grade,person_age,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_income,person_emp_length,cb_person_default_on_file
MORTGAGE,VENTURE,E,28,25000,15.25,0,0.17,8,150000,0,Y
MORTGAGE,HOMEIMPROVEMENT,B,29,16000,11.14,0,0.11,7,150000,2,N
RENT,MEDICAL,B,30,15050,9.99,1,0.4,7,37800,4,N
MORTGAGE,HOMEIMPROVEMENT,D,30,12000,11.86,0,0.08,8,150000,2,Y
MORTGAGE,VENTURE,A,28,10000,8.07,0,0.07,8,150000,6,N
MORTGAGE,PERSONAL,A,30,5000,0,0,0.03,9,150000,8,N
RENT,HOMEIMPROVEMENT,C,31,15075,0,1,0.52,10,29000,14,N
MORTGAGE,PERSONAL,B,27,6000,11.71,0,0.04,9,150792,11,N
MORTGAGE,VENTURE,A,31,10000,6.91,0,0.07,8,150996,13,N
MORTGAGE,EDUCATION,C,31,21000,11.97,0,0.14,8,151000,1,N
MORTGAGE,HOMEIMPROVEMENT,C,30,17525,12.72,0,0.12,7,151800,14,Y
MORTGAGE,PERSONAL,A,31,15000,8.49,0,0.1,7,152000,15,N
MORTGAGE,PERSONAL,C,35,8400,12.98,1,0.06,9,140004,6,Y
MORTGAGE,PERSONAL,B,35,9500,11.99,0,0.06,10,153000,13,N
MORTGAGE,VENTURE,C,33,10000,14.79,0,0.07,5,153000,11,Y
OWN,VENTURE,C,28,3500,14.22,1,0.19,5,18000,12,N
OWN,VENTURE,B,29,3000,10.74,0,0.02,8,153000,13,N
MORTGAGE,VENTURE,C,32,8400,12.84,0,0.05,9,153000,5,N
MORTGAGE,HOMEIMPROVEMENT,A,35,24000,7.9,0,0.16,10,153660,3,N
OWN,VENTURE,A,35,12000,6.92,0,0.08,5,154000,13,N
MORTGAGE,PERSONAL,B,34,4000,10.37,0,0.03,8,154000,4,N
MORTGAGE,DEBTCONSOLIDATION,B,32,20000,11.83,0,0.13,6,154000,11,N
OWN,MEDICAL,B,32,15000,12.42,0,0.1,7,155000,6,N
RENT,VENTURE,F,35,15175,21.74,0,0.2,8,75000,13,Y
MORTGAGE,HOMEIMPROVEMENT,D,28,8275,16.49,1,0.06,7,143000,5,Y
MORTGAGE,HOMEIMPROVEMENT,A,31,7000,5.42,0,0.05,5,155000,5,N
MORTGAGE,DEBTCONSOLIDATION,E,28,25000,17.93,1,0.17,6,143000,3,N
OWN,MEDICAL,A,33,7000,8,1,0.39,9,18000,17,N
MORTGAGE,MEDICAL,C,32,8000,0,0,0.05,6,155000,8,Y
RENT,EDUCATION,B,28,15200,10.25,0,0.3,10,50000,2,N
MORTGAGE,VENTURE,A,32,15000,8.49,0,0.1,8,155004,9,N
MORTGAGE,EDUCATION,C,30,8000,12.84,0,0.05,10,155867,15,Y
MORTGAGE,MEDICAL,A,34,25000,0,0,0.16,9,156000,9,N
MORTGAGE,EDUCATION,A,33,2400,7.49,0,0.02,6,156000,4,N
MORTGAGE,PERSONAL,B,32,10000,9.63,0,0.06,9,156000,14,N
MORTGAGE,HOMEIMPROVEMENT,A,27,5000,6.54,0,0.03,8,156000,11,N
MORTGAGE,EDUCATION,D,27,15000,14.61,0,0.1,6,156000,8,N
MORTGAGE,EDUCATION,B,32,25000,10.62,0,0.16,8,156600,8,N
MORTGAGE,EDUCATION,A,31,7200,7.49,0,0.05,7,157000,5,N
OWN,VENTURE,C,28,12000,13.92,0,0.08,9,157000,12,Y
OWN,MEDICAL,C,27,25000,12.87,0,0.16,6,157500,6,Y
MORTGAGE,VENTURE,C,27,35000,12.99,0,0.22,8,157544,8,N
MORTGAGE,DEBTCONSOLIDATION,B,28,10000,10.37,1,0.07,7,145656,2,N
MORTGAGE,MEDICAL,A,28,15000,7.9,0,0.09,5,158000,6,N
MORTGAGE,HOMEIMPROVEMENT,B,30,21000,12.42,0,0.13,8,158000,6,N
RENT,VENTURE,C,30,15450,10.91,0,0.14,7,111000,3,Y
OWN,EDUCATION,A,29,11000,8.49,0,0.07,6,158000,13,N
OWN,EDUCATION,B,35,10000,9.63,0,0.06,10,158000,14,N
OWN,MEDICAL,A,29,20000,6.54,0,0.13,5,158000,1,N
MORTGAGE,MEDICAL,A,28,12000,6.62,0,0.08,8,158367,5,N
MORTGAGE,PERSONAL,B,28,15000,11.86,0,0.09,8,159000,3,N
MORTGAGE,HOMEIMPROVEMENT,B,27,25000,0,0,0.16,8,159600,1,N
OWN,HOMEIMPROVEMENT,B,29,10000,11.86,0,0.06,7,159996,1,N
RENT,PERSONAL,C,29,15500,12.41,1,0.41,6,38000,3,N
MORTGAGE,DEBTCONSOLIDATION,B,28,34000,9.91,0,0.21,7,160000,4,N
MORTGAGE,HOMEIMPROVEMENT,C,27,28000,12.99,1,0.19,6,148000,1,Y
MORTGAGE,DEBTCONSOLIDATION,C,34,25000,13.49,0,0.16,5,160000,14,N
MORTGAGE,DEBTCONSOLIDATION,B,27,6000,10.99,0,0.04,6,160000,0,N
MORTGAGE,HOMEIMPROVEMENT,A,34,23000,6.91,0,0.14,10,160000,1,N
MORTGAGE,EDUCATION,C,30,7000,13.98,0,0.04,5,160000,4,N
RENT,MEDICAL,C,35,15600,12.84,0,0.23,8,68324,3,Y
MORTGAGE,PERSONAL,B,33,22000,10.75,0,0.14,8,160000,3,N
MORTGAGE,DEBTCONSOLIDATION,A,32,12000,7.88,0,0.07,8,160000,9,N
RENT,PERSONAL,B,27,15600,12.69,0,0.17,9,90000,11,N
MORTGAGE,HOMEIMPROVEMENT,B,27,25000,10.99,0,0.16,10,160000,4,N
MORTGAGE,VENTURE,A,32,17400,7.88,0,0.11,7,160000,0,N
RENT,PERSONAL,E,27,15600,17.88,0,0.16,6,100000,7,Y
OWN,VENTURE,B,35,24000,11.83,0,0.15,9,160000,10,N
OWN,PERSONAL,B,28,23000,11.83,0,0.14,8,160000,12,N
MORTGAGE,DEBTCONSOLIDATION,D,35,25000,14.62,1,0.17,10,148000,19,Y
MORTGAGE,DEBTCONSOLIDATION,B,34,7500,0,0,0.05,10,160000,9,N
MORTGAGE,PERSONAL,B,29,25000,12.42,0,0.15,10,162480,2,N
RENT,DEBTCONSOLIDATION,C,30,15800,14.72,0,0.29,9,55000,14,N
MORTGAGE,DEBTCONSOLIDATION,D,27,20000,14.74,1,0.13,9,151000,11,Y
MORTGAGE,VENTURE,B,27,4800,11.71,0,0.03,8,163232,5,N
MORTGAGE,MEDICAL,B,27,35000,12.42,0,0.21,10,165000,6,N
MORTGAGE,VENTURE,A,29,10000,6.03,0,0.06,10,165000,13,N
MORTGAGE,VENTURE,A,34,12000,6.62,0,0.07,7,165000,18,N
RENT,MEDICAL,C,29,15900,13.04,0,0.22,9,72000,13,N
MORTGAGE,DEBTCONSOLIDATION,B,35,8000,11.49,0,0.05,8,165000,3,N
MORTGAGE,MEDICAL,D,33,10000,14.61,1,0.07,7,130050,0,Y
MORTGAGE,HOMEIMPROVEMENT,D,33,23100,14.74,1,0.15,9,153000,1,Y
MORTGAGE,DEBTCONSOLIDATION,B,28,12400,11.26,0,0.08,8,165000,5,N
MORTGAGE,HOMEIMPROVEMENT,E,27,30000,0,0,0.18,9,166000,11,N
RENT,HOMEIMPROVEMENT,A,27,16000,7.49,0,0.2,8,80000,5,N
MORTGAGE,VENTURE,C,31,25000,13.06,0,0.15,5,168000,6,N
MORTGAGE,VENTURE,B,31,15500,9.25,0,0.09,7,168000,2,N
OWN,MEDICAL,A,28,6800,0,0,0.04,7,168000,12,N
RENT,HOMEIMPROVEMENT,C,29,16000,13.11,1,0.22,5,74000,3,Y
MORTGAGE,VENTURE,A,32,6000,7.9,0,0.04,8,170000,16,N
MORTGAGE,DEBTCONSOLIDATION,B,29,18000,12.42,0,0.11,6,170000,13,N
RENT,MEDICAL,D,32,16000,14.96,1,0.22,5,62900,6,N
RENT,HOMEIMPROVEMENT,C,29,16000,13.79,1,0.22,8,74000,0,Y
MORTGAGE,PERSONAL,F,28,20000,18.99,0,0.12,7,170000,8,Y
MORTGAGE,PERSONAL,E,33,15000,16.32,1,0.09,5,158000,11,Y
MORTGAGE,EDUCATION,A,28,10000,0,0,0.06,5,170000,0,N
MORTGAGE,EDUCATION,D,28,20000,0,0,0.12,10,170000,4,Y
MORTGAGE,MEDICAL,B,28,4000,0,0,0.02,10,170000,3,N
RENT,MEDICAL,B,27,16000,12.21,0,0.19,10,84000,0,N
MORTGAGE,VENTURE,B,30,14000,10.62,0,0.08,6,170000,2,N
OWN,HOMEIMPROVEMENT,C,33,21000,14.26,0,0.12,5,170000,15,N
MORTGAGE,VENTURE,B,30,20000,0,0,0.12,8,172000,13,N
MORTGAGE,EDUCATION,B,33,16000,9.63,0,0.09,8,172000,4,N
RENT,EDUCATION,C,31,16000,11.34,0,0.19,8,85000,5,Y
MORTGAGE,VENTURE,C,29,8000,13.79,0,0.05,10,173088,13,Y
MORTGAGE,PERSONAL,B,30,3500,10.65,1,0.02,8,163000,15,N
MORTGAGE,MEDICAL,A,27,15000,7.49,0,0.09,8,175000,7,N
MORTGAGE,VENTURE,B,27,21000,0,0,0.12,6,175000,11,N
RENT,EDUCATION,B,27,16000,12.42,0,0.18,9,90000,1,N
MORTGAGE,PERSONAL,B,34,12000,10.74,0,0.07,7,175000,18,N
MORTGAGE,HOMEIMPROVEMENT,B,32,24000,0,0,0.14,7,175000,17,N
RENT,VENTURE,C,28,16000,12.68,0,0.18,10,90000,7,N
RENT,HOMEIMPROVEMENT,B,27,16000,8.88,0,0.18,9,90000,11,N
MORTGAGE,HOMEIMPROVEMENT,A,27,11500,7.51,0,0.07,7,175000,11,N
MORTGAGE,DEBTCONSOLIDATION,B,33,25000,10.75,0,0.14,9,175000,4,N
MORTGAGE,VENTURE,A,29,2500,7.14,0,0.01,6,175000,8,N
MORTGAGE,HOMEIMPROVEMENT,A,29,10000,0,0,0.06,9,175000,2,N
MORTGAGE,VENTURE,D,30,25000,0,0,0.14,10,175000,15,Y
OWN,MEDICAL,C,35,24000,12.73,0,0.14,10,175000,19,N
MORTGAGE,EDUCATION,E,33,10000,18.39,1,0.06,5,163400,17,N
MORTGAGE,HOMEIMPROVEMENT,B,28,25000,10.25,0,0.14,6,176000,12,N
MORTGAGE,DEBTCONSOLIDATION,D,32,2400,14.42,1,0.01,10,164000,15,N
MORTGAGE,DEBTCONSOLIDATION,C,31,3500,0,0,0.02,7,176600,15,Y
MORTGAGE,VENTURE,C,28,21125,13.16,0,0.12,5,176608,1,Y
RENT,MEDICAL,D,31,16000,17.49,1,0.19,8,70550,2,N
MORTGAGE,HOMEIMPROVEMENT,A,33,20000,6.99,0,0.11,6,178650,5,N
MORTGAGE,MEDICAL,C,31,11200,14.27,0,0.06,5,179000,13,N
MORTGAGE,MEDICAL,A,30,14000,6.03,0,0.08,9,180000,5,N
MORTGAGE,DEBTCONSOLIDATION,A,30,6000,6.62,0,0.03,5,180000,0,N
MORTGAGE,PERSONAL,B,30,28000,10.65,0,0.16,6,180000,13,N
MORTGAGE,HOMEIMPROVEMENT,A,27,16000,0,0,0.09,8,180000,7,N
MORTGAGE,MEDICAL,A,29,20000,0,0,0.11,10,180000,2,N
MORTGAGE,DEBTCONSOLIDATION,C,29,12000,12.99,0,0.07,5,180000,13,Y
MORTGAGE,MEDICAL,C,27,8000,13.23,0,0.04,7,180000,2,Y
RENT,VENTURE,B,27,16000,11.11,0,0.16,5,100000,12,N
MORTGAGE,PERSONAL,C,32,15600,0,0,0.09,10,180000,2,Y
MORTGAGE,PERSONAL,A,30,7200,6.62,0,0.04,5,182004,2,N
MORTGAGE,DEBTCONSOLIDATION,B,27,15000,11.83,1,0.09,10,170496,3,N
MORTGAGE,HOMEIMPROVEMENT,C,34,15000,12.84,0,0.08,9,182500,6,Y
RENT,VENTURE,A,34,16000,6.17,0,0.16,9,101000,0,N
RENT,HOMEIMPROVEMENT,B,27,16000,0,0,0.15,8,105000,1,N
MORTGAGE,DEBTCONSOLIDATION,C,34,18250,0,0,0.1,5,185000,18,Y
RENT,HOMEIMPROVEMENT,C,28,16000,13.49,0,0.15,6,107000,4,N
MORTGAGE,VENTURE,D,27,5125,14.84,0,0.03,6,189000,2,Y
MORTGAGE,HOMEIMPROVEMENT,E,30,16000,16.35,0,0.08,8,189000,5,N
RENT,EDUCATION,C,27,16000,15.27,0,0.15,8,110000,6,N
MORTGAGE,DEBTCONSOLIDATION,B,29,11125,10.59,0,0.06,6,193086,3,N
MORTGAGE,VENTURE,C,34,6000,14.27,0,0.03,8,195000,14,N
MORTGAGE,PERSONAL,A,34,6000,6.92,0,0.03,10,195000,18,N
RENT,HOMEIMPROVEMENT,C,30,16000,0,0,0.15,6,110000,9,Y
MORTGAGE,DEBTCONSOLIDATION,A,30,5000,5.79,0,0.03,6,198171,4,N
MORTGAGE,HOMEIMPROVEMENT,A,28,10000,9.32,0,0.05,10,199000,12,N
MORTGAGE,PERSONAL,A,27,7000,6.03,0,0.04,10,200000,9,N
MORTGAGE,MEDICAL,B,31,7800,9.63,0,0.04,8,200000,1,N
MORTGAGE,EDUCATION,C,35,25000,0,0,0.13,7,200000,3,Y
RENT,EDUCATION,B,29,16000,0,1,0.15,7,108000,11,N
MORTGAGE,DEBTCONSOLIDATION,C,30,21600,13.11,0,0.11,8,200000,14,N
MORTGAGE,VENTURE,A,31,9000,7.88,0,0.04,6,200000,0,N
MORTGAGE,MEDICAL,A,29,12000,7.88,0,0.06,7,200000,4,N
OWN,HOMEIMPROVEMENT,B,31,23500,10.99,0,0.12,5,200000,4,N
OWN,VENTURE,A,30,16000,0,0,0.08,5,200000,14,N
OWN,EDUCATION,B,29,23000,12.18,0,0.12,9,200000,13,N
MORTGAGE,EDUCATION,B,32,10000,10.71,1,0.05,7,188000,0,N
MORTGAGE,HOMEIMPROVEMENT,B,33,25000,9.76,0,0.13,9,200000,5,N
MORTGAGE,MEDICAL,B,29,6000,0,0,0.03,8,200000,9,N
RENT,VENTURE,A,34,16000,6.03,0,0.12,6,130000,18,N
RENT,PERSONAL,A,32,16000,0,0,0.12,10,130000,0,N
MORTGAGE,DEBTCONSOLIDATION,C,33,20000,14.27,0,0.1,7,201000,3,Y
OWN,VENTURE,A,28,12000,0,0,0.06,8,201000,4,N
MORTGAGE,HOMEIMPROVEMENT,B,31,15000,11.12,0,0.07,9,201000,3,N
MORTGAGE,VENTURE,B,29,18000,11.83,0,0.09,10,201000,0,N
MORTGAGE,DEBTCONSOLIDATION,D,27,15000,17.58,1,0.08,8,192000,11,N
OWN,EDUCATION,B,32,25000,11.12,0,0.12,5,204000,16,N
MORTGAGE,VENTURE,C,29,3600,14.26,1,0.02,7,195000,5,N
MORTGAGE,DEBTCONSOLIDATION,B,33,20000,9.91,0,0.1,7,210000,17,N
MORTGAGE,MEDICAL,B,29,14000,12.42,0,0.07,6,210000,2,N
RENT,HOMEIMPROVEMENT,A,27,16000,5.79,0,0.09,8,170000,0,N
RENT,EDUCATION,B,29,16000,12.69,0,0.08,7,200000,14,N
RENT,PERSONAL,C,28,16000,10.91,0,0.08,9,200000,0,Y
MORTGAGE,MEDICAL,B,31,15000,10.99,0,0.07,10,215000,2,N
RENT,HOMEIMPROVEMENT,B,29,16000,11.58,0,0.05,8,300000,1,N
MORTGAGE,HOMEIMPROVEMENT,E,32,33000,20.3,0,0.15,9,220000,13,N
MORTGAGE,DEBTCONSOLIDATION,B,34,7350,11.99,0,0.03,6,220000,6,N
MORTGAGE,EDUCATION,A,29,2500,6.99,0,0.01,5,220000,0,N
MORTGAGE,DEBTCONSOLIDATION,C,34,11275,12.99,0,0.05,8,220000,13,N
MORTGAGE,DEBTCONSOLIDATION,B,29,8500,10.37,0,0.04,5,220000,13,N
MORTGAGE,MEDICAL,A,34,13000,8.49,0,0.06,7,222000,0,N
MORTGAGE,VENTURE,A,35,5000,7.49,0,0.02,9,225000,17,N
RENT,MEDICAL,B,32,16000,9.76,0,0.03,5,572400,16,N
MORTGAGE,DEBTCONSOLIDATION,E,27,35000,16.77,1,0.16,5,213000,11,Y
MORTGAGE,MEDICAL,C,34,3000,13.35,0,0.01,10,225000,4,N
MORTGAGE,PERSONAL,A,28,20000,7.88,0,0.09,9,225000,12,N
RENT,EDUCATION,C,30,19000,13.72,1,0.53,7,35576,14,N
MORTGAGE,DEBTCONSOLIDATION,B,28,6000,11.12,0,0.03,7,225000,12,N
MORTGAGE,VENTURE,D,30,12800,15.33,0,0.06,8,228000,9,N
MORTGAGE,HOMEIMPROVEMENT,A,27,6000,7.14,0,0.03,6,228000,12,N
MORTGAGE,MEDICAL,D,27,35000,0,1,0.16,5,185300,11,Y
MORTGAGE,DEBTCONSOLIDATION,C,30,12000,13.98,0,0.05,10,230000,14,Y
MORTGAGE,DEBTCONSOLIDATION,F,29,25000,19.04,1,0.11,9,218000,1,Y
MORTGAGE,DEBTCONSOLIDATION,B,28,10000,10.95,0,0.04,6,230000,12,N
MORTGAGE,HOMEIMPROVEMENT,D,35,7500,15.05,0,0.03,6,234600,1,Y
MORTGAGE,VENTURE,C,27,28000,15.96,0,0.12,5,235000,5,N
MORTGAGE,EDUCATION,B,33,25000,10.62,0,0.11,6,235000,3,N
RENT,DEBTCONSOLIDATION,A,28,19200,7.88,1,0.32,8,60000,3,N
OWN,MEDICAL,D,31,11200,15.65,0,0.05,5,235000,5,N
MORTGAGE,HOMEIMPROVEMENT,B,30,25000,11.83,1,0.11,9,223800,15,N
MORTGAGE,MEDICAL,E,28,9000,16.95,1,0.04,6,191250,11,N
MORTGAGE,HOMEIMPROVEMENT,B,32,21000,9.2,0,0.09,9,237000,14,N
MORTGAGE,DEBTCONSOLIDATION,A,29,12000,6.03,0,0.05,9,240000,13,N
OWN,PERSONAL,C,33,15000,13.16,0,0.06,10,240000,15,Y
OWN,MEDICAL,B,29,35000,10.37,0,0.14,8,242400,12,N
RENT,PERSONAL,D,27,19200,13.87,0,0.24,9,79636,11,Y
OTHER,VENTURE,D,27,15000,14.42,0,0.06,5,244000,0,Y
MORTGAGE,PERSONAL,E,28,18000,17.39,0,0.07,9,245000,0,Y
MORTGAGE,PERSONAL,C,32,14000,12.99,0,0.06,8,249996,4,N
MORTGAGE,EDUCATION,A,29,25000,6.62,0,0.1,9,249999,2,N
MORTGAGE,PERSONAL,A,29,10000,7.49,0,0.04,10,250000,5,N
OWN,MEDICAL,D,30,15000,15.99,0,0.06,8,250000,8,Y
MORTGAGE,PERSONAL,D,31,12000,14.09,0,0.05,6,250000,14,Y
MORTGAGE,EDUCATION,B,32,20000,11.48,0,0.08,10,250000,7,N
MORTGAGE,EDUCATION,C,29,20000,13.79,0,0.08,8,250000,13,N
RENT,DEBTCONSOLIDATION,B,27,19200,9.99,0,0.23,8,82000,0,N
MORTGAGE,DEBTCONSOLIDATION,B,30,5000,9.01,0,0.02,8,250000,1,N
RENT,EDUCATION,D,34,19200,16.77,1,0.25,10,75500,0,N
MORTGAGE,MEDICAL,B,32,12800,9.91,0,0.05,8,262000,12,N
MORTGAGE,MEDICAL,A,27,35000,0,0,0.13,5,264000,0,N
MORTGAGE,DEBTCONSOLIDATION,D,30,24000,14.96,1,0.09,7,253000,3,N
MORTGAGE,PERSONAL,B,29,25000,11.26,0,0.09,10,265000,2,N
MORTGAGE,PERSONAL,A,28,9000,5.42,0,0.03,10,266000,12,N
MORTGAGE,EDUCATION,B,30,7000,11.71,0,0.03,10,275000,14,N
MORTGAGE,PERSONAL,B,31,30000,10.59,0,0.11,8,275000,4,N
RENT,HOMEIMPROVEMENT,A,27,19200,6.99,0,0.21,8,90000,4,N
MORTGAGE,VENTURE,B,27,35000,0,0,0.13,6,275000,11,N
MORTGAGE,VENTURE,D,34,25000,16.32,0,0.09,9,275004,2,Y
RENT,DEBTCONSOLIDATION,B,32,19200,11.89,0,0.2,9,95000,1,N
MORTGAGE,PERSONAL,B,29,13175,10.99,0,0.05,7,290000,13,N
MORTGAGE,MEDICAL,B,27,7875,9.99,0,0.03,6,290000,0,N
MORTGAGE,VENTURE,A,31,12000,8.94,0,0.04,6,294000,7,N
OWN,HOMEIMPROVEMENT,B,30,35000,10.59,0,0.12,10,300000,14,N
MORTGAGE,PERSONAL,C,28,9600,15.23,0,0.03,10,300000,1,Y
MORTGAGE,EDUCATION,C,28,10125,15.23,0,0.03,6,300000,12,N
MORTGAGE,VENTURE,G,28,18000,22.48,1,0.06,9,288000,12,Y
MORTGAGE,VENTURE,C,31,35000,15.23,0,0.12,6,300000,1,N
MORTGAGE,DEBTCONSOLIDATION,A,27,35000,0,0,0.12,8,300000,11,N
MORTGAGE,DEBTCONSOLIDATION,A,28,10800,6.92,0,0.04,5,300000,11,N
MORTGAGE,MEDICAL,C,32,24000,12.87,0,0.08,10,300000,2,N
MORTGAGE,VENTURE,A,30,6000,9.63,0,0.02,10,300000,3,N
MORTGAGE,MEDICAL,B,30,20000,11.58,0,0.07,9,300000,14,N
OWN,MEDICAL,D,33,25000,14.42,0,0.08,7,300000,8,Y
MORTGAGE,DEBTCONSOLIDATION,B,30,14000,0,0,0.05,10,310000,13,N
MORTGAGE,DEBTCONSOLIDATION,A,27,28000,7.9,0,0.09,9,320000,11,N
MORTGAGE,VENTURE,A,33,14000,7.91,0,0.04,5,320000,2,N
MORTGAGE,MEDICAL,A,31,10000,5.99,0,0.03,7,325000,4,N
MORTGAGE,MEDICAL,E,28,25000,17.88,1,0.08,6,270300,3,N
MORTGAGE,MEDICAL,D,35,25000,14.59,1,0.08,6,273700,8,N
MORTGAGE,DEBTCONSOLIDATION,A,29,12000,7.51,0,0.03,7,350000,13,N
MORTGAGE,HOMEIMPROVEMENT,E,34,14000,18.64,0,0.04,9,357000,3,Y
MORTGAGE,HOMEIMPROVEMENT,A,31,5875,7.74,0,0.02,9,371000,0,N
OWN,HOMEIMPROVEMENT,B,30,2400,10.99,0,0.01,5,372000,0,N
MORTGAGE,VENTURE,A,32,19925,7.9,0,0.05,9,385000,3,N
MORTGAGE,HOMEIMPROVEMENT,B,33,35000,10.37,0,0.09,5,410000,3,N
MORTGAGE,HOMEIMPROVEMENT,E,35,15500,16.45,0,0.04,10,415000,2,Y
MORTGAGE,DEBTCONSOLIDATION,C,29,8000,12.73,0,0.02,5,420000,5,N
MORTGAGE,PERSONAL,B,29,25000,9.62,0,0.06,5,445000,3,N
MORTGAGE,EDUCATION,D,29,25000,15.37,0,0.06,7,450000,4,N
MORTGAGE,MEDICAL,A,29,6500,5.42,0,0.01,6,480000,6,N
MORTGAGE,MEDICAL,D,34,14000,14.61,1,0.03,5,397800,5,Y
MORTGAGE,HOMEIMPROVEMENT,A,30,2500,7.43,0,0,9,522000,11,N
OWN,VENTURE,A,33,7200,6.03,1,0.71,8,10080,11,N
RENT,HOMEIMPROVEMENT,D,33,19600,16.07,1,0.28,6,71000,17,Y
RENT,MEDICAL,D,32,19600,17.19,1,0.2,7,83300,0,Y
MORTGAGE,PERSONAL,B,28,25000,9.01,1,0.04,9,604000,12,N
MORTGAGE,MEDICAL,B,31,12000,10.25,0,0.02,6,741600,3,N
MORTGAGE,DEBTCONSOLIDATION,B,32,30000,9.91,0,0.04,8,750000,2,N
OWN,MEDICAL,A,35,10000,8.94,0,0.01,10,762000,8,N
RENT,DEBTCONSOLIDATION,B,29,2600,12.69,1,0.27,7,9600,1,N
RENT,PERSONAL,A,30,1800,5.99,1,0.19,8,9600,0,N
RENT,DEBTCONSOLIDATION,C,30,1500,12.73,1,0.16,8,9600,1,Y
RENT,HOMEIMPROVEMENT,B,28,3000,10.25,1,0.33,6,9081,0,N
RENT,VENTURE,A,29,4500,8.63,1,0.53,10,8500,7,N
RENT,PERSONAL,A,29,3000,7.49,1,0.35,7,8472,2,N
OWN,PERSONAL,A,31,2500,7.14,1,0.3,8,8412,0,N
RENT,HOMEIMPROVEMENT,B,28,4750,11.12,1,0.59,5,8000,1,N
RENT,EDUCATION,A,31,4000,0,1,0.5,7,8000,0,N
RENT,VENTURE,B,29,2200,9.91,1,0.31,9,7200,0,N
RENT,HOMEIMPROVEMENT,A,29,3250,8.59,1,0.54,9,6000,0,N
RENT,PERSONAL,C,32,1200,12.73,1,0.29,9,4200,0,N
MORTGAGE,EDUCATION,A,30,10200,6.62,0,0.16,5,64000,3,N
MORTGAGE,HOMEIMPROVEMENT,A,27,18000,0,0,0.12,7,150000,2,N
RENT,PERSONAL,B,27,7200,10.59,0,0.17,9,42504,2,N
MORTGAGE,HOMEIMPROVEMENT,F,34,25000,15.83,0,0.21,8,120000,0,Y
RENT,HOMEIMPROVEMENT,A,28,15000,7.9,0,0.24,10,62000,0,N
RENT,PERSONAL,D,31,5000,15.28,0,0.12,5,41004,5,N
MORTGAGE,DEBTCONSOLIDATION,B,28,4800,0,0,0.08,5,60000,4,N
MORTGAGE,PERSONAL,B,29,6000,11.49,0,0.13,8,46000,3,N
RENT,MEDICAL,A,30,6000,7.14,0,0.04,8,155000,9,N
MORTGAGE,PERSONAL,A,27,14400,0,0,0.14,8,100000,11,N
RENT,EDUCATION,B,32,1800,11.58,0,0.04,8,45996,2,N
RENT,DEBTCONSOLIDATION,A,29,1800,5.42,0,0.05,5,35000,12,N
MORTGAGE,DEBTCONSOLIDATION,B,28,19200,9.91,0,0.48,6,40000,9,N
MORTGAGE,VENTURE,C,31,3000,13.22,0,0.06,10,50402,4,Y
RENT,EDUCATION,A,28,7000,6.92,0,0.28,7,25000,0,N
OWN,MEDICAL,B,29,4200,9.91,0,0.08,6,50000,3,N
RENT,DEBTCONSOLIDATION,B,35,8000,11.14,1,0.37,7,21340,0,N
RENT,MEDICAL,B,32,4000,11.49,0,0.12,10,32004,16,N
MORTGAGE,MEDICAL,D,30,20000,14.59,1,0.17,8,97750,3,Y
OWN,VENTURE,A,34,2500,0,0,0.11,9,23000,2,N
RENT,EDUCATION,B,29,10000,10.65,0,0.15,5,68000,1,N
MORTGAGE,VENTURE,A,28,5000,7.74,0,0.1,9,50000,3,N
RENT,DEBTCONSOLIDATION,B,30,1500,11.71,1,0.07,8,21600,1,N
MORTGAGE,VENTURE,A,31,2000,6.39,0,0.04,5,50000,5,N
RENT,PERSONAL,D,30,12800,15.2,0,0.2,6,65000,11,N
RENT,MEDICAL,D,27,5000,14.96,0,0.17,5,28800,6,Y
MORTGAGE,HOMEIMPROVEMENT,B,28,18000,11.89,0,0.25,8,72000,9,N
MORTGAGE,PERSONAL,C,32,8000,14.65,0,0.18,8,45000,2,N
MORTGAGE,HOMEIMPROVEMENT,E,27,5000,18.79,1,0.13,10,39000,11,Y
RENT,VENTURE,A,27,7000,0,0,0.12,9,58000,11,N
RENT,DEBTCONSOLIDATION,C,31,3000,14.27,0,0.05,6,56000,15,N
RENT,HOMEIMPROVEMENT,A,32,10000,7.29,0,0.13,7,75000,3,N
RENT,VENTURE,A,31,8650,8.49,0,0.14,8,60682,3,N
MORTGAGE,MEDICAL,A,29,2000,7.88,0,0.04,8,45600,9,N
RENT,HOMEIMPROVEMENT,B,27,5100,10.37,0,0.1,7,52000,0,N
MORTGAGE,MEDICAL,A,30,12000,8.94,0,0.21,9,56628,2,N
RENT,DEBTCONSOLIDATION,D,32,3000,16.29,1,0.07,6,46000,0,N
RENT,DEBTCONSOLIDATION,D,27,6000,15.21,1,0.09,8,69000,11,N
RENT,PERSONAL,B,27,1600,10.59,0,0.03,8,51000,9,N
RENT,PERSONAL,D,33,6000,14.96,0,0.12,5,50000,6,Y
OWN,EDUCATION,C,34,10000,13.43,0,0.23,9,44000,2,Y
RENT,PERSONAL,B,27,11000,9.91,1,0.37,6,30000,8,N
MORTGAGE,EDUCATION,A,27,15000,6.54,0,0.19,6,80000,4,N
RENT,DEBTCONSOLIDATION,B,33,14400,9.91,0,0.25,8,58000,0,N
